CNES - Equipes de Saúde - Brasil
Quantidade por Município e Ano/mês compet.
Período:2023
"Município";"2023/Jan";"2023/Fev";"2023/Mar";"2023/Abr";"2023/Mai";"2023/Jun";"2023/Jul";"2023/Ago";"2023/Set";"2023/Out";"2023/Nov";"2023/Dez"
"421860 TROMBUDO CENTRAL";8;8;8;8;8;10;8;7;7;7;7;7
"421870 TUBARAO";67;67;71;71;72;62;62;62;62;62;62;62
"421875 TUNAPOLIS";6;6;6;6;6;6;6;6;6;6;6;6
"421880 TURVO";12;12;12;12;13;12;12;12;12;12;12;12
"421885 UNIAO DO OESTE";4;4;4;4;4;4;4;4;4;4;4;4
"421890 URUBICI";14;14;14;14;14;10;10;10;11;12;12;12
"421895 URUPEMA";3;3;3;3;3;3;3;3;3;3;3;3
"421900 URUSSANGA";15;15;15;15;15;15;15;15;15;15;15;15
"421910 VARGEAO";4;4;4;4;4;4;4;4;4;4;4;4
"421915 VARGEM";10;10;10;10;10;5;5;5;5;5;5;5
"421917 VARGEM BONITA";5;5;5;5;5;5;5;5;5;5;5;5
"421920 VIDAL RAMOS";7;7;7;7;7;7;6;6;6;6;7;7
"421930 VIDEIRA";32;32;32;32;32;30;30;29;30;30;30;30
"421935 VITOR MEIRELES";6;6;5;5;5;5;5;5;5;5;5;5
"421940 WITMARSUM";6;6;6;6;6;6;6;6;6;6;6;6
"421950 XANXERE";15;15;15;15;15;22;22;22;22;22;22;22
"421960 XAVANTINA";5;5;5;5;5;5;5;5;5;5;5;5
"421970 XAXIM";26;26;26;26;26;26;26;26;26;26;26;26
"421985 ZORTEA";2;2;2;2;2;3;3;3;3;3;3;3
"422000 BALNEARIO RINCAO";13;13;13;13;13;13;13;12;12;12;12;12
"430003 ACEGUA";5;5;5;5;5;5;5;5;5;5;5;5
"430005 AGUA SANTA";2;2;2;2;2;2;2;2;2;2;2;2
"430010 AGUDO";3;3;3;3;3;3;3;3;3;3;3;3
"430020 AJURICABA";6;6;6;6;6;6;6;6;6;6;6;6
"430030 ALECRIM";6;6;6;6;6;6;6;6;6;6;6;6
"430040 ALEGRETE";33;34;34;34;34;34;34;34;34;34;34;34
"430045 ALEGRIA";3;3;3;3;3;3;3;5;5;5;5;5
"430047 ALMIRANTE TAMANDARE DO SUL";2;2;2;2;2;3;3;3;3;3;3;3
"430050 ALPESTRE";10;10;10;10;10;10;10;10;10;10;10;10
"430055 ALTO ALEGRE";2;2;2;2;2;3;3;3;3;3;3;3
"430057 ALTO FELIZ";3;3;3;3;3;3;4;4;4;4;4;4
"430060 ALVORADA";51;51;51;51;51;51;51;50;51;51;51;51
"430063 AMARAL FERRADOR";4;4;4;4;4;4;4;4;4;4;4;4
"430064 AMETISTA DO SUL";5;5;5;5;5;6;6;6;6;6;6;6
"430066 ANDRE DA ROCHA";1;1;1;1;1;1;1;1;1;1;1;1
"430070 ANTA GORDA";3;3;3;3;3;4;4;4;4;4;4;4
"430080 ANTONIO PRADO";5;5;5;5;5;6;6;6;6;6;6;6
"430085 ARAMBARE";6;6;6;6;6;6;6;6;6;6;6;6
"430087 ARARICA";4;4;4;4;4;4;4;5;6;6;6;6
"430090 ARATIBA";4;4;4;4;4;4;4;4;4;4;4;4
"430100 ARROIO DO MEIO";6;6;6;9;9;10;10;10;10;10;10;10
"430105 ARROIO DO SAL";7;7;7;10;10;10;11;11;11;11;11;11
"430107 ARROIO DO PADRE";2;2;2;2;2;2;2;2;2;2;2;2
"430110 ARROIO DOS RATOS";9;9;9;9;9;10;10;10;10;10;10;11
"430120 ARROIO DO TIGRE";11;11;11;11;11;11;11;10;10;10;8;8
"430130 ARROIO GRANDE";11;11;11;12;13;13;13;13;13;13;13;13
"430140 ARVOREZINHA";5;5;6;6;6;7;8;8;8;8;8;8
"430150 AUGUSTO PESTANA";4;4;4;4;4;5;5;5;5;5;5;5
"430155 AUREA";4;4;4;4;4;4;4;4;4;4;4;4
"430160 BAGE";42;42;42;42;42;42;39;37;37;38;38;38
"430163 BALNEARIO PINHAL";6;6;6;6;6;7;7;7;7;7;7;9
"430165 BARAO";6;6;6;6;6;7;7;7;7;7;7;7
"430170 BARAO DE COTEGIPE";5;5;5;5;7;8;8;8;8;8;8;8
"430175 BARAO DO TRIUNFO";1;1;1;1;1;1;1;2;3;3;4;4
"430180 BARRACAO";2;2;2;2;3;3;3;4;4;5;5;5
"430185 BARRA DO GUARITA";2;2;2;2;2;3;3;3;4;4;4;4
"430187 BARRA DO QUARAI";3;3;3;3;3;3;3;3;3;2;2;2
"430190 BARRA DO RIBEIRO";5;5;5;5;5;5;5;5;5;6;6;6
"430192 BARRA DO RIO AZUL";2;2;2;2;2;3;3;3;3;3;3;3
"430195 BARRA FUNDA";3;3;3;3;3;4;3;3;3;3;3;3
"430200 BARROS CASSAL";6;6;6;6;6;6;6;6;6;8;8;8
"430205 BENJAMIN CONSTANT DO SUL";3;3;3;3;3;3;3;3;3;3;3;3
"430210 BENTO GONCALVES";43;43;43;43;43;43;43;43;43;43;43;43
"430215 BOA VISTA DAS MISSOES";2;2;2;2;2;2;2;3;3;3;4;4
"430220 BOA VISTA DO BURICA";4;4;4;4;4;5;5;5;5;5;5;5
"430222 BOA VISTA DO CADEADO";3;3;3;3;3;3;3;4;4;4;4;4
"430223 BOA VISTA DO INCRA";2;2;2;2;2;3;3;3;3;4;4;4
"430225 BOA VISTA DO SUL";1;1;1;1;1;1;1;1;1;1;1;1
"430230 BOM JESUS";5;6;7;7;7;10;10;9;10;10;10;10
"430235 BOM PRINCIPIO";6;6;6;6;6;8;8;8;8;8;8;8
"430237 BOM PROGRESSO";3;3;3;3;3;3;3;3;3;3;3;3
"430240 BOM RETIRO DO SUL";6;8;8;8;8;8;9;10;10;12;12;12
"430245 BOQUEIRAO DO LEAO";3;3;3;3;4;5;5;5;5;5;5;5
"430250 BOSSOROCA";7;7;7;7;7;8;8;8;8;8;8;8
"430258 BOZANO";2;2;2;2;2;2;2;2;2;2;2;2
"430260 BRAGA";5;5;5;5;5;5;5;5;5;5;5;5
"430265 BROCHIER";5;5;5;5;5;5;5;5;5;5;5;5
"430270 BUTIA";11;11;11;11;11;12;12;12;12;12;12;12
"430280 CACAPAVA DO SUL";12;12;12;12;13;14;14;14;14;14;14;14
"430290 CACEQUI";13;13;13;13;13;13;13;13;13;13;13;13
"430300 CACHOEIRA DO SUL";31;31;31;37;35;35;35;35;35;36;36;35
"430310 CACHOEIRINHA";37;37;37;37;41;42;46;46;45;45;47;46
"430320 CACIQUE DOBLE";3;3;3;4;4;4;4;4;4;4;4;4
"430330 CAIBATE";5;5;5;5;5;6;6;6;6;6;6;6
"430340 CAICARA";5;5;5;5;5;5;5;5;5;5;5;5
"430350 CAMAQUA";20;20;20;20;21;22;24;24;24;24;24;24
"430355 CAMARGO";2;2;2;2;2;2;2;2;2;2;2;3
"430360 CAMBARA DO SUL";6;6;6;6;6;6;6;6;6;6;6;6
"430367 CAMPESTRE DA SERRA";2;2;2;2;2;2;2;2;2;2;2;2
"430370 CAMPINA DAS MISSOES";4;4;4;4;4;4;4;4;4;4;4;4
"430380 CAMPINAS DO SUL";4;4;4;4;4;5;5;5;5;5;5;5
"430390 CAMPO BOM";31;31;31;31;31;32;32;31;31;31;31;31
"430400 CAMPO NOVO";3;3;3;3;3;3;5;6;6;6;6;6
"430410 CAMPOS BORGES";3;3;3;4;4;4;4;4;4;4;4;4
"430420 CANDELARIA";24;26;26;26;26;26;26;26;26;26;26;26
"430430 CANDIDO GODOI";4;4;4;4;4;5;5;5;5;5;5;5
"430435 CANDIOTA";9;9;9;9;9;9;9;9;9;9;9;9
"430440 CANELA";14;14;14;14;14;15;15;15;15;15;15;15
"430450 CANGUCU";24;24;24;24;24;24;24;24;24;24;24;24
"430460 CANOAS";134;134;134;133;130;144;148;148;148;148;148;151
"430461 CANUDOS DO VALE";2;2;2;2;2;3;3;3;3;3;3;3
"430462 CAPAO BONITO DO SUL";3;3;3;3;3;3;3;3;3;3;3;3
"430463 CAPAO DA CANOA";19;19;20;20;20;25;25;25;25;25;25;25
"430465 CAPAO DO CIPO";4;4;4;4;4;4;4;3;3;3;3;3
"430466 CAPAO DO LEAO";12;12;13;13;13;20;20;20;20;20;20;20
"430467 CAPIVARI DO SUL";3;3;3;3;3;3;4;4;3;3;4;4
"430468 CAPELA DE SANTANA";11;11;11;11;11;11;11;11;11;11;11;11
"430469 CAPITAO";3;3;3;3;3;3;3;3;3;3;3;3
"430470 CARAZINHO";29;29;29;29;31;31;31;31;31;31;31;31
"430471 CARAA";4;4;3;3;4;5;5;5;5;5;5;5
"430480 CARLOS BARBOSA";8;8;8;8;8;8;8;8;8;8;8;8
"430485 CARLOS GOMES";2;2;2;2;2;3;3;3;3;3;3;3
"430490 CASCA";5;5;5;5;5;6;6;6;6;6;6;6
"430495 CASEIROS";1;1;1;1;1;1;4;4;3;3;3;3
"430500 CATUIPE";9;9;9;9;9;9;9;9;9;9;9;9
"430510 CAXIAS DO SUL";130;130;130;130;130;134;134;133;133;133;133;134
"430511 CENTENARIO";2;2;2;2;2;3;3;3;3;3;3;3
"430512 CERRITO";4;4;4;4;4;4;4;4;4;4;4;4
"430513 CERRO BRANCO";3;3;3;3;3;3;3;4;4;4;4;4
"430515 CERRO GRANDE";3;3;3;3;3;3;3;3;3;3;3;3
"430517 CERRO GRANDE DO SUL";5;5;5;5;5;5;5;6;6;6;6;8
"430520 CERRO LARGO";9;9;9;9;9;10;10;10;10;10;10;10
"430530 CHAPADA";9;9;9;9;9;9;9;9;9;9;9;9
"430535 CHARQUEADAS";33;33;33;33;33;33;33;33;33;33;33;32
"430537 CHARRUA";3;3;3;3;3;3;3;3;3;3;3;3
"430540 CHIAPETTA";4;4;4;4;4;5;5;5;5;5;5;5
"430543 CHUI";1;1;1;1;1;2;2;2;2;2;2;3
"430544 CHUVISCA";3;3;3;3;5;6;6;6;7;7;7;6
"430545 CIDREIRA";8;8;8;8;8;8;8;8;8;8;8;8
"430550 CIRIACO";3;3;3;3;3;4;4;4;4;4;4;4
"430558 COLINAS";2;2;2;2;2;3;3;3;3;3;3;3
"430560 COLORADO";4;4;4;4;4;4;4;4;4;4;4;4
"430570 CONDOR";5;5;5;5;5;5;5;5;5;5;5;5
"430580 CONSTANTINA";9;9;9;9;9;9;9;9;9;9;9;11
"430583 COQUEIRO BAIXO";2;2;2;2;2;3;3;3;3;3;3;3
"430585 COQUEIROS DO SUL";3;3;3;3;3;3;3;3;3;3;3;3
"430587 CORONEL BARROS";2;2;2;2;2;3;3;3;3;3;3;3
"430590 CORONEL BICACO";9;9;9;9;9;9;9;9;9;9;9;9
"430593 CORONEL PILAR";2;2;2;2;2;2;2;2;2;2;2;3
"430595 COTIPORA";3;3;3;3;3;4;4;4;4;4;4;4
"430597 COXILHA";2;2;2;2;2;3;3;3;3;3;3;3
"430600 CRISSIUMAL";8;8;8;8;9;9;9;9;9;9;9;9
"430605 CRISTAL";7;7;7;9;9;9;9;9;9;9;9;9
"430607 CRISTAL DO SUL";2;2;2;2;2;3;3;3;3;3;3;3
"430610 CRUZ ALTA";44;44;44;44;44;44;44;44;44;44;44;44
"430613 CRUZALTENSE";2;2;2;2;2;2;3;3;3;3;3;3
"430620 CRUZEIRO DO SUL";6;6;6;6;6;6;6;6;6;6;7;7
"430630 DAVID CANABARRO";5;5;5;5;5;6;6;6;6;6;6;6
"430632 DERRUBADAS";3;3;3;3;3;3;3;3;3;3;3;3
"430635 DEZESSEIS DE NOVEMBRO";2;2;2;2;2;2;2;2;2;2;2;3
"430637 DILERMANDO DE AGUIAR";2;2;2;2;2;2;3;3;3;3;3;3
"430640 DOIS IRMAOS";11;11;11;11;12;13;14;14;16;16;16;16
"430642 DOIS IRMAOS DAS MISSOES";3;3;3;3;3;3;3;3;3;3;3;3
"430645 DOIS LAJEADOS";2;2;2;2;2;2;3;3;3;3;3;3
"430650 DOM FELICIANO";5;5;5;5;5;6;6;6;6;6;6;6
"430655 DOM PEDRO DE ALCANTARA";3;3;3;3;3;3;3;4;4;4;4;4
"430660 DOM PEDRITO";13;13;15;15;15;16;16;16;16;16;16;16
"430670 DONA FRANCISCA";2;2;2;2;2;2;2;2;2;2;2;2
"430673 DOUTOR MAURICIO CARDOSO";5;5;5;5;5;5;5;5;5;5;5;5
"430675 DOUTOR RICARDO";2;2;2;2;2;3;3;3;3;3;3;3
"430676 ELDORADO DO SUL";12;12;12;12;12;12;12;12;12;12;14;14
"430680 ENCANTADO";9;9;9;9;11;11;11;12;12;12;12;12
"430690 ENCRUZILHADA DO SUL";8;8;8;8;8;8;8;8;8;8;8;8
"430692 ENGENHO VELHO";2;2;2;2;2;2;2;2;2;2;2;2
"430693 ENTRE-IJUIS";6;6;6;6;6;6;6;6;6;6;6;6
"430695 ENTRE RIOS DO SUL";3;3;3;3;3;3;3;3;3;3;3;3
"430697 EREBANGO";2;2;2;2;2;2;2;2;2;3;3;3
"430700 ERECHIM";46;46;46;46;49;57;57;57;57;57;57;57
"430705 ERNESTINA";2;2;2;2;2;2;2;3;3;3;3;3
"430710 HERVAL";5;5;5;5;5;6;6;6;6;6;6;6
"430720 ERVAL GRANDE";6;6;6;6;6;9;9;9;9;9;9;9
"430730 ERVAL SECO";6;6;6;6;7;7;7;7;7;7;7;7
"430740 ESMERALDA";2;2;2;2;2;2;2;2;2;2;2;2
"430745 ESPERANCA DO SUL";4;4;4;4;4;4;4;4;4;4;4;4
"430750 ESPUMOSO";8;8;8;8;8;9;12;12;12;12;12;12
"430755 ESTACAO";5;5;5;5;5;8;8;8;8;8;8;8
"430760 ESTANCIA VELHA";18;18;18;18;18;20;20;20;20;20;20;20
"430770 ESTEIO";31;31;31;31;31;31;31;31;31;31;31;31
"430780 ESTRELA";12;12;12;12;12;12;13;13;13;13;13;13
"430781 ESTRELA VELHA";3;3;3;3;3;3;3;3;3;3;3;3
"430783 EUGENIO DE CASTRO";3;3;3;3;3;3;3;3;3;3;3;3
"430786 FAGUNDES VARELA";2;2;2;2;2;3;3;3;3;3;3;3
"430790 FARROUPILHA";26;26;26;27;29;29;29;26;25;26;26;26
"430800 FAXINAL DO SOTURNO";6;6;6;6;6;6;6;6;6;6;6;6
"430805 FAXINALZINHO";2;2;2;2;3;3;3;3;3;3;3;3
"430807 FAZENDA VILANOVA";5;5;5;5;5;5;5;5;5;5;5;5
"430810 FELIZ";8;8;8;8;8;9;9;10;12;13;13;13
"430820 FLORES DA CUNHA";13;13;13;13;13;15;15;15;15;15;15;15
"430825 FLORIANO PEIXOTO";2;2;2;2;2;2;2;2;2;2;2;2
"430830 FONTOURA XAVIER";8;8;8;8;8;8;8;8;8;8;8;8
"430840 FORMIGUEIRO";5;5;3;3;3;5;5;5;5;5;5;5
"430843 FORQUETINHA";2;2;2;2;2;2;3;3;3;3;3;3
"430845 FORTALEZA DOS VALOS";4;5;5;5;5;5;5;5;5;5;5;5
"430850 FREDERICO WESTPHALEN";12;12;12;15;15;16;16;16;16;16;16;16
"430860 GARIBALDI";5;5;5;5;5;5;5;6;6;6;6;6
"430865 GARRUCHOS";3;3;3;3;3;5;5;5;5;5;5;5
"430870 GAURAMA";5;5;5;5;5;7;7;7;7;7;7;7
"430880 GENERAL CAMARA";5;5;5;5;5;5;5;5;5;5;5;5
"430885 GENTIL";2;2;2;4;4;5;5;5;5;5;5;5
"430890 GETULIO VARGAS";7;7;7;7;7;9;9;10;10;10;10;8
"430900 GIRUA";11;11;11;11;11;11;11;11;11;11;11;11
"430905 GLORINHA";3;3;3;3;3;3;3;3;3;3;3;3
"430910 GRAMADO";27;27;28;28;29;30;30;30;29;29;29;30
"430912 GRAMADO DOS LOUREIROS";2;2;2;2;3;3;3;3;3;3;3;3
"430915 GRAMADO XAVIER";4;4;4;4;4;4;4;4;4;4;4;4
"430920 GRAVATAI";98;98;98;98;98;98;99;99;99;99;99;99
"430925 GUABIJU";1;1;1;1;1;2;3;3;3;3;4;4
"430930 GUAIBA";16;16;16;16;16;17;17;20;20;22;22;23
"430940 GUAPORE";15;15;15;15;15;16;16;18;19;19;19;19
"430950 GUARANI DAS MISSOES";7;7;7;7;7;7;7;7;7;7;7;7
"430955 HARMONIA";5;5;5;5;5;5;5;5;5;5;5;5
"430957 HERVEIRAS";2;2;2;2;2;3;3;3;3;3;3;3
"430960 HORIZONTINA";10;10;10;10;10;10;11;11;15;15;15;15
"430965 HULHA NEGRA";4;4;4;4;4;4;4;4;4;4;4;4
"430970 HUMAITA";4;4;4;4;4;4;5;5;6;6;6;6
"430975 IBARAMA";4;4;4;4;4;4;4;4;4;4;4;4
"430980 IBIACA";2;2;2;2;2;2;2;3;3;3;3;3
"430990 IBIRAIARAS";5;5;5;5;6;6;6;6;6;6;6;6
"430995 IBIRAPUITA";3;3;3;3;3;3;3;3;3;3;3;3
"431000 IBIRUBA";9;9;9;9;9;10;10;10;11;11;11;11
"431010 IGREJINHA";13;13;13;14;15;17;17;17;18;18;19;19
"431020 IJUI";38;38;38;38;38;38;39;40;40;40;40;40
"431030 ILOPOLIS";4;4;4;4;4;4;4;4;4;4;4;4
"431033 IMBE";14;15;14;14;16;17;17;17;17;17;16;21
"431036 IMIGRANTE";4;4;4;4;4;4;4;4;4;4;4;4
"431040 INDEPENDENCIA";5;5;5;5;5;5;5;5;5;5;5;5
"431041 INHACORA";2;2;2;2;2;3;3;3;3;3;3;3
"431043 IPE";5;5;5;5;5;6;6;6;6;6;6;6
"431046 IPIRANGA DO SUL";2;2;2;2;2;3;3;3;3;3;3;3
"431050 IRAI";7;7;7;7;7;8;8;8;8;8;8;8
"431053 ITAARA";2;2;2;2;2;2;3;3;3;3;3;3
"431055 ITACURUBI";2;2;2;2;2;2;2;2;2;2;2;2
"431057 ITAPUCA";1;1;1;1;1;2;3;3;2;2;2;2
"431060 ITAQUI";11;11;11;11;11;11;11;11;11;11;12;13
"431065 ITATI";3;3;3;3;3;4;4;4;4;4;4;4
"431070 ITATIBA DO SUL";4;4;4;4;4;6;6;6;6;6;6;6
"431075 IVORA";2;2;2;2;2;2;2;2;2;2;2;2
"431080 IVOTI";6;6;6;6;6;6;6;6;6;6;6;6
"431085 JABOTICABA";4;4;4;4;4;5;5;5;5;5;5;5
"431087 JACUIZINHO";1;1;1;1;1;2;2;2;2;2;4;4
"431090 JACUTINGA";3;3;3;3;3;5;5;5;5;5;5;5
"431100 JAGUARAO";14;14;14;14;14;14;13;13;14;14;14;14
"431110 JAGUARI";5;5;5;5;5;6;7;7;7;7;6;6
"431112 JAQUIRANA";4;4;4;4;4;5;5;5;5;5;5;5
"431113 JARI";2;2;2;2;2;2;2;2;2;2;2;2
"431115 JOIA";7;7;7;7;7;7;7;7;7;7;7;7
"431120 JULIO DE CASTILHOS";15;15;15;15;15;15;15;15;15;15;15;15
"431123 LAGOA BONITA DO SUL";2;2;2;2;2;2;2;2;2;2;2;2
"431125 LAGOAO";4;4;4;4;4;4;4;4;4;4;4;4
"431127 LAGOA DOS TRES CANTOS";2;2;2;2;2;3;3;3;3;3;3;3
"431130 LAGOA VERMELHA";12;12;12;12;13;15;15;15;15;15;15;15
"431140 LAJEADO";35;35;35;35;35;36;36;36;36;36;36;42
"431142 LAJEADO DO BUGRE";2;2;2;2;2;3;3;3;3;3;3;3
"431150 LAVRAS DO SUL";3;3;3;3;3;3;3;3;3;6;6;6
"431160 LIBERATO SALZANO";5;5;5;5;5;5;5;5;5;5;5;5
"431162 LINDOLFO COLLOR";2;2;2;2;2;2;2;2;2;2;2;3
"431164 LINHA NOVA";1;1;1;1;1;2;2;2;2;2;2;2
"431170 MACHADINHO";4;4;4;4;4;4;5;5;5;5;5;5
"431171 MACAMBARA";4;4;4;4;4;5;5;5;5;5;5;5
"431173 MAMPITUBA";2;2;2;2;2;3;3;3;3;3;3;3
"431175 MANOEL VIANA";3;3;3;3;3;6;6;6;6;6;7;7
"431177 MAQUINE";6;6;6;6;6;7;7;7;7;7;7;7
"431179 MARATA";3;3;3;3;3;4;4;4;4;4;4;4
"431180 MARAU";16;16;16;16;16;16;16;16;16;16;16;16
"431190 MARCELINO RAMOS";3;3;3;3;3;5;5;5;5;5;5;5
"431198 MARIANA PIMENTEL";2;2;2;2;2;4;4;4;4;4;4;4
"431200 MARIANO MORO";2;2;2;2;2;3;3;3;3;3;3;3
"431205 MARQUES DE SOUZA";3;3;3;4;4;5;5;5;5;5;5;5
"431210 MATA";3;3;3;3;3;3;3;3;3;3;3;3
"431213 MATO CASTELHANO";2;2;2;2;2;3;3;3;3;3;3;3
"431215 MATO LEITAO";3;3;3;3;3;3;3;3;3;3;3;3
"431217 MATO QUEIMADO";3;3;3;3;3;3;3;3;3;3;3;3
"431220 MAXIMILIANO DE ALMEIDA";3;3;3;3;3;3;4;4;4;4;4;4
"431225 MINAS DO LEAO";8;8;8;8;8;8;8;8;8;8;8;8
"431230 MIRAGUAI";4;4;4;4;4;5;5;5;5;5;5;5
"431235 MONTAURI";1;1;1;1;1;1;1;1;1;1;2;2
"431237 MONTE ALEGRE DOS CAMPOS";3;3;3;4;4;6;6;6;6;6;6;6
"431238 MONTE BELO DO SUL";2;2;2;2;2;3;3;3;3;3;3;3
"431240 MONTENEGRO";30;30;30;30;30;38;41;43;51;51;51;52
"431242 MORMACO";2;2;2;2;2;2;2;2;2;2;2;2
"431244 MORRINHOS DO SUL";3;3;3;3;3;4;4;4;4;4;4;4
"431245 MORRO REDONDO";6;6;6;6;6;7;7;7;7;7;7;7
"431247 MORRO REUTER";4;4;4;4;4;4;4;4;4;4;4;4
"431250 MOSTARDAS";8;11;11;11;11;11;11;13;13;13;13;13
"431260 MUCUM";5;5;5;5;5;7;7;6;6;6;6;6
"431261 MUITOS CAPOES";2;2;2;2;2;2;2;2;2;2;2;2
"431262 MULITERNO";2;2;2;2;2;3;3;3;3;3;3;3
"431265 NAO-ME-TOQUE";7;7;8;11;11;11;12;12;12;12;12;12
"431267 NICOLAU VERGUEIRO";2;2;2;2;2;2;2;2;2;2;3;3
"431270 NONOAI";6;6;6;6;6;6;6;6;6;4;4;4
"431275 NOVA ALVORADA";2;2;2;2;2;2;2;2;2;2;2;2
"431280 NOVA ARACA";3;3;3;3;3;4;4;4;4;4;4;4
"431290 NOVA BASSANO";3;3;3;3;3;3;3;3;3;3;3;3
"431295 NOVA BOA VISTA";3;3;3;3;3;3;3;3;3;3;3;3
"431300 NOVA BRESCIA";2;2;2;2;2;2;2;2;2;2;2;2
"431301 NOVA CANDELARIA";1;1;1;1;1;1;1;1;1;1;5;5
"431303 NOVA ESPERANCA DO SUL";3;3;3;3;3;3;3;4;4;4;4;4
"431306 NOVA HARTZ";8;8;8;8;8;8;8;8;9;9;10;10
"431308 NOVA PADUA";1;1;1;1;1;2;2;2;2;2;2;2
"431310 NOVA PALMA";5;5;5;5;5;5;6;6;6;6;6;6
"431320 NOVA PETROPOLIS";13;13;13;13;13;13;13;13;14;14;14;14
"431330 NOVA PRATA";17;17;17;17;17;19;20;20;20;20;20;20
"431333 NOVA RAMADA";2;2;2;2;2;2;2;2;2;2;2;2
"431335 NOVA ROMA DO SUL";3;3;3;3;3;4;4;5;5;5;5;5
"431337 NOVA SANTA RITA";11;10;10;10;13;19;19;19;19;19;19;19
"431339 NOVO CABRAIS";3;3;3;3;3;3;3;3;3;3;3;3
"431340 NOVO HAMBURGO";71;71;75;80;83;83;83;83;83;83;83;83
"431342 NOVO MACHADO";5;5;5;5;5;5;5;5;5;5;5;5
"431344 NOVO TIRADENTES";3;3;3;3;3;3;3;3;3;3;3;3
"431346 NOVO XINGU";3;3;3;3;3;3;3;3;3;3;3;3
"431349 NOVO BARREIRO";5;5;5;5;5;5;5;5;5;5;5;5
"431350 OSORIO";26;26;26;26;27;31;31;31;31;31;31;31
"431360 PAIM FILHO";4;4;4;4;4;5;5;5;5;5;5;5
"431365 PALMARES DO SUL";6;6;6;6;6;6;7;7;7;7;7;7
"431370 PALMEIRA DAS MISSOES";17;17;17;17;17;18;18;18;18;18;18;18
"431380 PALMITINHO";6;6;6;6;6;7;7;7;7;7;7;7
"431390 PANAMBI";25;25;25;25;25;26;27;27;27;27;27;27
"431395 PANTANO GRANDE";5;5;5;5;5;7;7;7;7;7;7;7
"431400 PARAI";4;4;4;4;4;5;5;5;5;5;5;5
"431402 PARAISO DO SUL";5;5;5;5;5;5;6;6;6;6;6;6
"431403 PARECI NOVO";2;2;2;2;2;2;2;2;2;2;2;2
"431405 PAROBE";15;15;15;15;15;18;18;18;18;18;18;18
"431406 PASSA SETE";5;5;5;5;5;5;5;5;4;4;5;5
"431407 PASSO DO SOBRADO";5;5;5;5;7;7;7;7;7;7;7;7
"431410 PASSO FUNDO";61;61;61;61;61;71;71;70;75;75;75;75
"431413 PAULO BENTO";3;3;3;3;3;3;3;3;3;3;3;3
"431415 PAVERAMA";5;5;5;5;5;5;5;6;6;5;5;5
"431417 PEDRAS ALTAS";2;2;2;2;2;2;2;2;2;2;2;2
"431420 PEDRO OSORIO";3;3;3;3;3;5;5;5;5;5;5;5
"431430 PEJUCARA";5;5;5;5;5;5;5;5;5;5;5;5
"431440 PELOTAS";158;158;158;158;161;161;161;161;161;161;161;162
"431442 PICADA CAFE";4;4;4;4;4;4;4;4;4;4;4;4
"431445 PINHAL";3;3;3;3;3;3;3;3;3;3;3;3
"431446 PINHAL DA SERRA";2;2;2;2;2;2;2;2;2;2;2;2
"431447 PINHAL GRANDE";2;2;2;2;2;5;5;5;5;5;5;5
"431449 PINHEIRINHO DO VALE";4;4;4;4;4;4;4;4;4;4;4;4
"431450 PINHEIRO MACHADO";10;10;10;10;10;10;10;10;10;10;10;10
"431454 PINTO BANDEIRA";2;2;2;2;2;3;3;3;3;3;3;3
"431455 PIRAPO";2;2;2;2;2;2;2;2;2;2;2;2
"431460 PIRATINI";6;6;6;6;6;6;6;6;6;6;6;6
"431470 PLANALTO";8;8;8;8;8;8;8;8;8;8;8;8
"431475 POCO DAS ANTAS";2;2;2;2;3;3;3;3;3;3;3;3
"431477 PONTAO";3;3;3;3;3;5;5;5;5;5;5;5
"431478 PONTE PRETA";2;2;2;2;2;3;3;3;3;3;3;3
"431480 PORTAO";9;9;9;9;9;9;9;9;9;9;9;9
"431490 PORTO ALEGRE";681;679;682;682;682;690;691;695;695;695;694;694
"431500 PORTO LUCENA";7;7;7;7;7;7;7;7;7;7;7;7
"431505 PORTO MAUA";2;2;2;2;2;2;2;2;2;2;2;2
"431507 PORTO VERA CRUZ";1;1;1;1;1;2;2;3;3;3;3;3
"431510 PORTO XAVIER";7;7;7;7;7;7;7;7;8;8;8;8
"431513 POUSO NOVO";2;2;2;2;2;3;3;3;3;3;3;3
"431514 PRESIDENTE LUCENA";1;1;1;1;1;1;1;1;1;1;1;1
"431515 PROGRESSO";3;4;4;4;4;4;4;4;4;4;4;4
"431517 PROTASIO ALVES";2;2;2;2;2;3;3;3;3;3;3;3
"431520 PUTINGA";4;4;4;4;4;6;6;6;6;6;6;6
"431530 QUARAI";15;15;16;16;16;17;17;17;17;17;17;17
"431531 QUATRO IRMAOS";3;3;3;3;3;3;3;3;3;3;3;3
"431532 QUEVEDOS";2;2;2;2;2;3;3;3;3;3;3;3
"431535 QUINZE DE NOVEMBRO";3;3;3;3;3;3;3;3;3;3;3;3
"431540 REDENTORA";7;7;7;7;7;8;8;8;8;8;8;8
"431545 RELVADO";1;1;1;1;1;2;3;4;4;4;4;4
"431550 RESTINGA SECA";11;12;12;12;12;11;11;13;13;13;13;13
"431555 RIO DOS INDIOS";2;2;2;2;2;3;3;3;3;3;3;3
"431560 RIO GRANDE";81;83;83;84;84;83;84;84;84;84;84;84
"431570 RIO PARDO";17;17;17;17;17;21;21;21;21;21;21;21
